date,adjOpen,adjHigh,adjLow,adjClose,adjVolume
2009-11-30,63.0948109191,63.0948109191,63.0948109191,63.0948109191,373600
2009-12-01,63.106626214,63.1381558799,62.9726251341,62.9726251341,535822
2009-12-02,63.0199196329,63.0199196329,62.8386240542,62.885918553,463347
2009-12-03,62.8228592213,62.8307416377,62.7440350566,62.8228592213,454703
2009-12-04,62.5548570615,62.6336812261,62.4760328968,62.562739478,617916
2009-12-07,62.6336812261,62.759799889600004,62.5816572775,62.7282702237,482177
2009-12-08,62.8543888871,62.9253306353,62.8307416377,62.8307416377,387221
2009-12-09,62.9174482189,62.9174482189,62.7172348407,62.767682306,580519
2009-12-10,62.7519174731,62.7519174731,62.5785043109,62.6809757249,624461
2009-12-11,62.5548570615,62.6336812261,62.4602680639,62.6100339767,280118
2009-12-14,62.6257988097,62.6494460591,62.4839153133,62.5548570615,393790
2009-12-15,62.3893263157,62.5548570615,62.3893263157,62.4996801462,517115
2009-12-16,62.5390922286,62.6257988097,62.5154449792,62.5312098121,709328
2009-12-17,62.6415636426,62.7361526402,62.6179163932,62.7046229743,514007
2009-12-18,62.7046229743,62.7440350566,62.6257988097,62.6888581414,348939
2009-12-21,62.5706218944,62.5942691438,62.3972087322,62.3972087322,654728
2009-12-22,62.342031817,62.3499142334,62.1922659041,62.2632076523,603137
2009-12-23,62.2710900688,62.3341494005,62.2159131535,62.2553252358,679970
2009-12-24,62.2553252358,62.2553252358,62.2553252358,62.2553252358,567900
2009-12-28,62.0227907378,62.1651355336,61.9674344284,62.0702390031,2665673
2009-12-29,62.1846455726,62.3115853951,62.1608443558,62.3115853951,741679
2009-12-30,62.3671215675,62.4464589566,62.2877841784,62.3988565231,598914
2009-12-31,62.3115853951,62.3909227842,62.144976878,62.3512540897,404259
2010-01-04,62.3591878286,62.4623264344,62.3115853951,62.4225784025,1098089
2010-01-05,62.589266257,62.676537385,62.5099288679,62.6051337348,814571
2010-01-06,62.6527361682,62.6606699071,62.4385252177,62.5813325181,981279
2010-01-07,62.4543926955,62.5733987791,62.4543926955,62.5337300846,661653
2010-01-08,62.5813325181,62.6448024293,62.4896184963,62.5971999959,1269985
2010-01-11,62.6130674737,62.6448024293,62.5416638235,62.6210012126,2237013
2010-01-12,62.763808513,62.8590133799,62.7400072962,62.8590133799,702056
2010-01-13,62.7955434686,62.8669471188,62.6606699071,62.7162060795,460488
2010-01-14,62.8193446853,62.8986820744,62.7816594255,62.8669471188,777607
2010-01-15,62.9542182468,63.0155460486,62.8907483355,62.9066158133,745256
2010-01-19,62.9462845079,62.9859532024,62.8590133799,62.8748808577,781946
2010-01-20,63.0176881581,63.0494231137,62.9700857246,63.025621897,417263
2010-01-21,63.0652905915,63.1684291974,63.0176881581,63.0969462098,647220
2010-01-22,63.1525617195,63.200164153,63.0732243304,63.0732243304,403121
2010-01-25,63.1366942417,63.1366942417,62.9542182468,62.9859532024,692855
2010-01-26,63.1446279806,63.1763629363,63.0414893748,63.1366942417,494335
2010-01-27,63.1763629363,63.200164153,63.0176881581,63.0494231137,597774
2010-01-28,62.9224832912,63.112893025,62.9224832912,63.0732243304,696092
2010-01-29,63.0732243304,63.0732243304,63.0732243304,63.0732243304,469400
2010-02-01,63.1912802323,63.1992388318,63.0654547738,63.111694237,437296
2010-02-02,63.095777038,63.1753630332,63.0241496423,63.1514872347,572939
2010-02-03,63.0639426399,63.1276114361,63.0082324432,63.111694237,444657
2010-02-04,63.1674044337,63.2867834266,63.1674044337,63.2310732299,428719
2010-02-05,63.3345350238,63.4379968176,63.2231146304,63.3345350238,903779
2010-02-08,63.3743280214,63.3743280214,63.2406235493,63.3424936233,411087
2010-02-09,63.302700625599996,63.3424140373,63.1674044337,63.2151560309,691574
2010-02-10,63.2310732299,63.2390318294,63.0161910427,63.0719012394,453689
2010-02-11,63.0241496423,63.0415789752,62.8490604527,62.9684394456,505253
2010-02-12,63.1037356375,63.1833216328,63.0321878278,63.0559840404,387870
2010-02-16,63.0321082418,63.1718612494,63.0002738437,63.1355700356,1246015
2010-02-17,63.111694237,63.1276114361,62.9047706494,62.9923152442,660076
2010-02-18,63.0639426399,63.0639426399,62.8251846541,62.9047706494,510594
2010-02-19,62.8808948508,62.9047706494,62.777433057,62.9047706494,509284
2010-02-22,62.944563647,62.944563647,62.8251846541,62.8808948508,484628
2010-02-23,62.9763980451,63.1276114361,62.9525222465,63.1196528366,516002
2010-02-24,63.1833216328,63.246990429,63.1211649705,63.1992388318,378593
2010-02-25,63.2867834266,63.2867834266,63.1753630332,63.2867834266,858129
2010-02-26,63.2867834266,63.2867834266,63.2867834266,63.2867834266,936200
2010-03-01,63.480755762,63.480755762,63.3450619549,63.4248818414,564942
2010-03-02,63.4168998528,63.4887377507,63.3769899095,63.4727737733,709702
2010-03-03,63.456809796,63.4887377507,63.3849718982,63.480755762,724185
2010-03-04,63.4647917847,63.5446116712,63.4089178641,63.5286476939,461196
2010-03-05,63.4328638301,63.4488278074,63.314730398,63.4328638301,900175
2010-03-08,63.3290979776,63.3530439435,63.297170023,63.3290979776,720106
2010-03-09,63.3690079208,63.3929538868,63.297170023,63.3719612567,577254
2010-03-10,63.2891880343,63.3211159889,63.2173501364,63.3211159889,1147810
2010-03-11,63.2891880343,63.3356432083,63.2438503388,63.3131340003,337584
2010-03-12,63.249278091,63.4009358755,63.2253321251,63.3370799662,554884
2010-03-15,63.4089178641,63.4328638301,63.3458601538,63.4248818414,459536
2010-03-16,63.3929538868,63.5366296826,63.3690079208,63.5366296826,523798
2010-03-17,63.5286476939,63.5525936599,63.4967197393,63.5525936599,380449
2010-03-18,63.5685576372,63.5845216145,63.4089178641,63.4408458187,593915
2010-03-19,63.4328638301,63.5446116712,63.4328638301,63.4887377507,341255
2010-03-22,63.5126837166,63.5605756485,63.4967197393,63.5525936599,483954
2010-03-23,63.5765396258,63.6164495691,63.5206657053,63.5525936599,538667
2010-03-24,63.3530439435,63.4327840102,63.1686600056,63.2333141137,653965
2010-03-25,63.2093681478,63.2253321251,62.9299985449,63.0337643974,998845
2010-03-26,63.0816563293,63.2005879603,63.0178004201,63.1694582045,863150
2010-03-29,63.1534942272,63.2013861591,63.0337643974,63.0337643974,853128
2010-03-30,63.1295482612,63.1680214466,63.0417463861,63.1614762159,465566
2010-03-31,63.1614762159,63.1614762159,63.1614762159,63.1614762159,463000
2010-04-01,63.2371348184,63.2371348184,63.1254409679,63.1971812475,605156
2010-04-05,62.9969329895,63.0049397171,62.7727446159,62.8287917093,817001
2010-04-06,62.876832075,62.9248724408,62.8528118922,62.876832075,487852
2010-04-07,62.9328791684,63.1570675421,62.9328791684,63.1170339039,526824
2010-04-08,63.2291280907,63.2371348184,63.0689935382,63.0850069934,669574
2010-04-09,63.1410540868,63.2371348184,63.0850069934,63.2051079079,338015
2010-04-12,63.2051079079,63.3220061312,63.1946991619,63.2691617289,606445
2010-04-13,63.397269371,63.4164855173,63.309195367,63.397269371,460652
2010-04-14,63.4052760986,63.4533164644,63.309195367,63.3492290052,604943
2010-04-15,63.3252088223,63.4693299196,63.2291280907,63.4453097367,712175
2010-04-16,63.5013568301,63.5894308341,63.4533164644,63.5814241064,481886
2010-04-19,63.6214577446,63.6214577446,63.461323192,63.5013568301,436550
2010-04-20,63.5574039236,63.5654106512,63.4773366473,63.5654106512,391065
2010-04-21,63.5734173788,63.6534846551,63.5413904683,63.613451017,704893
2010-04-22,63.6534846551,63.7255452038,63.5413904683,63.5734173788,476330
2010-04-23,63.525377013,63.5493971959,63.4292962815,63.525377013,533262
2010-04-26,63.613451017,63.613451017,63.4773366473,63.4933501025,447186
2010-04-27,63.613451017,63.7735855696,63.5734173788,63.7255452038,598475
2010-04-28,63.7015250209,63.7255452038,63.5894308341,63.6855115656,733048
2010-04-29,63.7175384761,63.7815922972,63.647079273,63.7095317485,689223
2010-04-30,63.7095317485,63.7095317485,63.7095317485,63.7095317485,516100
2010-05-03,63.8026594354,63.8669037747,63.7384150961,63.8588732323,533727
2010-05-04,64.011453538,64.0756978773,63.9391786563,64.0427726534,468302
2010-05-05,64.1399422166,64.2363087255,64.0435757077,64.0756978773,504845
2010-05-06,64.0917589621,65.3204319506,63.3368879757,64.3245643865,1561561
2010-05-07,64.3567668616,64.6538969307,64.1640338438,64.1640338438,767484
2010-05-10,64.0194840804,64.2330965085,64.011453538,64.0917589621,516976
2010-05-11,64.1720643862,64.188125471,64.0275146228,64.1800949286,568666
2010-05-12,64.1720643862,64.1961560134,63.9953924532,64.0034229956,2226888
2010-05-13,64.2041865558,64.2041865558,64.011453538,64.1238811317,413216
2010-05-14,64.2764614375,64.4523303163,64.2202476406,64.3407057768,698475
2010-05-17,64.4210112009,64.5462876624,64.3014364244,64.3487363192,380841
2010-05-18,64.4290417433,64.6298053035,64.2844919799,64.5896525914,753156
2010-05-19,64.5173777098,64.6779885579,64.498104408,64.6057136763,459120
2010-05-20,64.7663245244,64.8064772365,64.5655609642,64.71814127,801234
2010-05-21,64.975118627,65.0313324239,64.7277779209,64.8064772365,997304
2010-05-24,64.8064772365,64.8626910333,64.7569287898,64.7984466941,836346
2010-05-25,64.9028437454,64.9992102543,64.64586638829999,64.8145077789,1072065
2010-05-26,64.7101107276,64.7422328972,64.5415496424,64.7342023548,700185
2010-05-27,64.5735915066,64.5735915066,64.3888890312,64.4852555401,870620
2010-05-28,64.5254082522,64.64586638829999,64.4852555401,64.6137442187,511823
2010-06-01,64.6410575233,64.7377170486,64.5524529585,64.6652224047,595441
2010-06-02,64.6410575233,64.6974422464,64.5524529585,64.6088376816,2665358
2010-06-03,64.4396835124,64.5927277607,64.4396835124,64.5363430376,1188591
2010-06-04,64.6974422464,64.818266653,64.6330025629,64.7135521673,2046205
2010-06-07,64.689387286,64.9310360992,64.689387286,64.9149261783,472871
2010-06-08,64.8424315343,64.9552009805,64.8424315343,64.890761297,538647
2010-06-09,64.8102116926,64.9141206822,64.7296620882,64.890761297,446252
2010-06-10,64.7296620882,64.8021567321,64.6007827211,64.6249476025,845732
2010-06-11,64.7135521673,64.818266653,64.6330025629,64.7296620882,621272
2010-06-14,64.6813323255,64.7618819299,64.6007827211,64.7457720091,539567
2010-06-15,64.7941017717,64.818266653,64.6007827211,64.6330025629,808071
2010-06-16,64.7296620882,64.7941017717,64.6732773651,64.7860468112,661937
2010-06-17,64.818266653,65.019640664,64.8102116926,64.9632559409,785198
2010-06-18,64.9793658618,65.0035307431,64.9073545155,64.9390910596,902031
2010-06-21,64.8102116926,64.9874208222,64.8102116926,64.9552009805,624462
2010-06-22,65.0035307431,65.1372430864,64.9552009805,65.1082452288,496825
2010-06-23,65.1646299519,65.3225071765,65.1001902684,65.2693444376,583501
2010-06-24,65.3337841211,65.3418390815,65.1163001892,65.1807398728,451393
2010-06-25,65.1807398728,65.3176742002,65.1646299519,65.2612894772,449340
2010-06-28,65.3337841211,65.4304436464,65.2935093189,65.3821138837,1230115
2010-06-29,65.3982238046,65.5432130925,65.3982238046,65.5351581321,1188273
2010-06-30,65.5673779738,65.607652776,65.4304436464,65.551268053,1286627
2010-07-01,65.6395897493,65.6961338212,65.5184238809,65.5830456774,1631341
2010-07-02,65.5588125037,65.6153565756,65.4538020845,65.5426570546,640381
2010-07-06,65.5426570546,65.7203669949,65.5265016055,65.7042115457,787893
2010-07-07,65.7284447194,65.736522444,65.5992011265,65.6234343002,588050
2010-07-08,65.5184238809,65.6315120247,65.4554176294,65.5749679528,619449
2010-07-09,65.5184238809,65.5265016055,65.4295689108,65.5022684318,582309
2010-07-12,65.5426570546,65.5992011265,65.4780352581,65.5265016055,425668
2010-07-13,65.4861129827,65.4861129827,65.3649471143,65.4134134617,514095
2010-07-14,65.5022684318,65.6153565756,65.4376466354,65.5830456774,795730
2010-07-15,65.6234343002,65.7526778931,65.5668902283,65.6476674738,2924316
2010-07-16,65.736522444,65.8980769351,65.663822923,65.8657660369,350776
2010-07-19,65.8980769351,65.9223101088,65.7849887913,65.7930665159,455589
2010-07-20,65.9061546597,65.9360422405,65.7849887913,65.7849887913,2580990
2010-07-21,65.8253774141,66.0677091508,65.8253774141,66.0192428035,791086
2010-07-22,66.0111650789,66.0111650789,65.9061546597,65.9465432824,473883
2010-07-23,65.9465432824,65.954621007,65.7930665159,65.8334551386,713474
2010-07-26,65.8496105878,65.881921486,65.7526778931,65.8657660369,570348
2010-07-27,65.7446001685,65.881921486,65.7446001685,65.8334551386,815410
2010-07-28,65.7930665159,65.9707764561,65.7930665159,65.9465432824,513550
2010-07-29,65.9465432824,66.0353982526,65.8657660369,66.0192428035,507082
2010-07-30,66.1807972946,66.2050304683,66.0757868754,66.1161754981,1510574
2010-08-02,66.1100869008,66.126288368,66.0290795648,66.1019861672,2218628
2010-08-03,66.2234971712,66.28830304,66.1019861672,66.2842526732,1232481
2010-08-04,66.2396986384,66.2559001056,66.1181876344,66.1505905688,1559380
2010-08-05,66.2234971712,66.2640008392,66.166792036,66.2559001056,753377
2010-08-06,66.3612096423,66.4503177119,66.28830304,66.4503177119,2527087
2010-08-09,66.4098140439,66.4260155111,66.3126052408,66.3693103759,426927
2010-08-10,66.3612096423,66.5151235807,66.3045045072,66.5070228471,1123157
2010-08-11,66.5394257815,66.5880301831,66.4875810865,66.5556272487,864996
2010-08-12,66.4827206463,66.5718287159,66.4098140439,66.4341162447,482847
2010-08-13,66.5151235807,66.6285338511,66.4341162447,66.6204331175,670340
2010-08-16,66.8472536583,66.9120595271,66.7824477895,66.8715558591,585427
2010-08-17,66.8148507239,66.8229514575,66.7095411871,66.7743470559,823617
2010-08-18,66.8229514575,66.8553543919,66.7095411871,66.7338433879,500255
2010-08-19,66.6528360519,66.9120595271,66.6528360519,66.8877573263,490266
2010-08-20,66.9039587935,66.9120595271,66.7824477895,66.7986492567,626398
2010-08-23,66.7257426543,66.8715558591,66.7257426543,66.8391529247,399139
2010-08-24,66.9930668631,67.0983763999,66.9460016009,67.0740741991,542906
2010-08-25,67.1307793342,67.2198874038,66.9201602607,66.9849661295,1040095
2010-08-26,67.0011675967,67.0740741991,66.9444624615,67.0416712647,459455
2010-08-27,66.9768653959,67.0983763999,66.7176419207,66.7338433879,736535
2010-08-30,66.8877573263,67.0335705311,66.8310521911,67.0335705311,499634
2010-08-31,67.0821749327,67.1712830022,67.0735071477,67.1469808014,553755
2010-09-01,67.0793199506,67.0955658503,66.8031396553,66.9331068531,547809
2010-09-02,66.8600003044,66.8924921038,66.762524906,66.8031396553,636702
2010-09-03,66.6325577083,66.7137872069,66.5107134603,66.6812954074,814053
2010-09-07,66.8437544046,66.9818445523,66.7544019562,66.9655986526,751880
2010-09-08,66.8437544046,66.8681232542,66.762524906,66.7787708058,499776
2010-09-09,66.6731724576,66.705664257,66.5025905105,66.5269593601,585976
2010-09-10,66.470098711,66.5107134603,66.3807462626,66.4457298615,417395
2010-09-13,66.4294839617,66.6650495077,66.413238062,66.6163118085,732360
2010-09-14,66.6081888587,66.7706478559,66.6081888587,66.7137872069,678725
2010-09-15,66.6731724576,66.7544019562,66.6163118085,66.648803608,469300
2010-09-16,66.5675741094,66.6081888587,66.4538528113,66.5432052598,490553
2010-09-17,66.6000659088,66.7137872069,66.5838200091,66.6081888587,553390
2010-09-20,66.591942959,66.6812954074,66.5675741094,66.6569265578,510231
2010-09-21,66.6650495077,66.9493527528,66.6650495077,66.9006150537,577677
2010-09-22,66.9737216024,67.0703847058,66.9249839033,66.9574757027,497647
2010-09-23,67.0793199506,67.0874429005,66.9331068531,66.9737216024,684238
2010-09-24,66.941229803,66.941229803,66.8031396553,66.8193855551,563427
2010-09-27,66.9737216024,67.1280576498,66.9168609534,67.1036888002,785857
2010-09-28,67.1036888002,67.2823936971,67.1036888002,67.2499018977,818143
2010-09-29,67.2417789478,67.2499018977,67.1443035495,67.1767953489,430525
2010-09-30,67.1280576498,67.1767953489,66.9249839033,67.1443035495,770307
2010-10-01,67.1062785416,67.1388583588,66.9678143183,67.089988633,1249157
2010-10-04,67.1632932217,67.2691776277,67.1062785416,67.2610326734,571629
2010-10-05,67.2365978105,67.3082734084,67.2040179933,67.277322582,758784
2010-10-06,67.4809464397,67.513526257,67.4094337409,67.4320767139,453922
2010-10-07,67.513526257,67.5623959828,67.4646565311,67.5461060742,559741
2010-10-08,67.6031207543,67.6519904802,67.4646565311,67.4646565311,1219903
2010-10-11,67.5623959828,67.5705409371,67.4320767139,67.4402216682,442206
2010-10-12,67.5298161656,67.5441512852,67.3750620337,67.3750620337,431351
2010-10-13,67.3994968966,67.489091394,67.3261923079,67.4809464397,612464
2010-10-14,67.3913519423,67.4728014854,67.2121629476,67.2203079019,926840
2010-10-15,67.1225684502,67.2304076452,67.06555377,67.06555377,829355
