date,open,close,high,low,volume,adjClose
2002-11-21,86.5,86.12,86.5,85.86,323200,49.1681567236
2002-11-22,86.33,86.04,86.39,85.88,184800,49.1224826347
2002-11-25,86.0,85.88,86.38,85.8,288200,49.0311344568
2002-11-26,86.2,86.96,87.02,86.15,377800,49.6477346573
2002-11-27,86.25,85.0,86.33,84.96,325600,48.5287194787
2002-11-29,85.16,85.55,85.63,85.14,31700,48.84272884
2002-12-02,84.36,85.24,85.4,84.15,284900,48.8880929161
2002-12-03,85.7,85.36,85.7,85.12,113800,48.9569170732
2002-12-04,85.9,85.8,86.0,85.55,129000,49.2092723158
2002-12-05,85.28,86.02,86.28,85.26,206400,49.3354499371
2002-12-06,87.0,86.17,87.09,85.76,440500,49.4214801335
2002-12-09,86.2,86.65,86.85,86.17,400300,49.6967767618
2002-12-10,86.61,86.88,86.93,86.5,151600,49.8286897296
2002-12-11,87.15,87.46,87.65,86.96,163800,50.1613398221
2002-12-12,87.06,87.38,87.6,87.06,135800,50.1154570508
2002-12-13,87.14,86.53,87.16,86.53,425800,49.6279526047
2002-12-16,86.9,85.88,86.9,85.84,115700,49.2551550872
2002-12-17,86.3,85.88,86.35,85.68,290600,49.2551550872
2002-12-18,86.48,86.55,86.69,86.25,191000,49.6394232976
2002-12-19,86.8,87.32,87.49,86.65,134400,50.0810449722
2002-12-20,87.23,87.38,87.56,87.15,41900,50.1154570508
2002-12-23,87.36,87.4,87.4,86.25,74200,50.1269277436
2002-12-24,88.0,87.89,88.08,87.84,46600,50.4079597184
2002-12-26,87.9,88.06,88.06,87.73,13500,50.5054606076
2002-12-27,88.55,89.03,89.03,88.28,140200,51.0617892107
2002-12-30,88.9,89.24,89.24,88.63,274900,51.1822314856
2002-12-31,88.95,88.57,89.33,88.32,109400,51.0539283449
2003-01-02,87.7,86.28,87.9,86.21,192100,49.7339159715
2003-01-03,86.15,86.48,86.54,85.83,311200,49.8492008949
2003-01-06,86.17,86.25,86.29,85.81,35600,49.716623233
2003-01-07,86.19,86.56,86.75,86.17,69800,49.8953148643
2003-01-08,86.88,86.99,87.14,86.78,160100,50.1431774497
2003-01-09,86.17,85.32,86.17,85.02,237500,49.180548339
2003-01-10,85.92,85.54,85.92,85.12,145200,49.3073617548
2003-01-13,85.54,85.68,85.87,85.4,53300,49.3880612012
2003-01-14,86.0,85.98,86.28,85.96,98900,49.5609885863
2003-01-15,86.28,86.4,86.7,86.2,129600,49.8030869256
2003-01-16,86.38,86.52,86.6,85.62,57900,49.8722578796
2003-01-17,87.1,86.95,87.24,86.93,97700,50.120120465
2003-01-21,86.88,87.45,87.45,86.8,107500,50.4083327736
2003-01-22,87.68,87.88,87.9,87.52,106800,50.656195359
2003-01-23,87.32,87.45,87.7,87.3,110700,50.4083327736
2003-01-24,87.74,87.97,88.44,87.74,285300,50.7080735745
2003-01-27,87.9,87.65,88.04,87.5,150500,50.523617697
2003-01-28,87.65,87.65,87.78,87.1,454700,50.523617697
2003-01-29,87.65,87.65,87.78,87.1,454700,50.523617697
2003-01-30,87.2,87.82,87.9,87.1,108600,50.621609882
2003-01-31,87.9,88.06,88.21,87.54,182300,50.7599517901
2003-02-03,87.67,87.88,87.91,87.31,55200,50.8334759029
2003-02-04,88.37,88.27,88.4,88.11,56900,51.0590682516
2003-02-05,88.23,87.51,88.7,87.43,222700,50.6194523926
2003-02-06,87.84,88.22,88.26,87.79,120900,51.0301461556
2003-02-07,87.77,88.42,88.52,87.63,247200,51.1458345395
2003-02-10,88.12,87.8,88.4,87.69,76600,50.7872005493
2003-02-11,87.6,87.78,87.91,87.43,259100,50.7756317109
2003-02-12,87.8,88.09,88.13,87.67,121300,50.954948706
2003-02-13,88.27,88.57,89.18,88.17,440200,51.2326008275
2003-02-14,88.3,87.81,88.37,87.61,829700,50.7929849685
2003-02-18,87.56,87.92,87.98,87.34,213200,50.8566135797
2003-02-19,88.39,88.52,88.7,88.25,62100,51.2036787315
2003-02-20,88.34,88.82,88.9,88.34,486700,51.3772113074
2003-02-21,88.56,88.3,88.72,88.21,250400,51.0764215091
2003-02-24,88.88,88.72,88.9,88.62,168200,51.3193671154
2003-02-25,89.4,89.13,89.65,89.0,358500,51.5565283025
2003-02-26,89.38,89.75,89.75,89.15,334000,51.9151622927
2003-02-27,89.46,89.9,89.99,89.31,695700,52.0019285807
2003-02-28,89.68,90.47,90.54,89.58,213300,52.3316404749
2003-03-03,90.0,90.24,90.45,89.91,204100,52.3954426186
2003-03-04,90.13,90.3,90.45,90.02,82700,52.430280014
2003-03-05,90.62,90.6,90.63,90.04,126000,52.6044669908
2003-03-06,90.55,90.25,90.68,90.06,166000,52.4012488512
2003-03-07,90.72,90.56,90.79,90.05,263800,52.5812420605
2003-03-10,90.81,91.03,91.03,90.68,147200,52.8541349908
2003-03-11,90.99,90.87,91.16,90.73,82800,52.7612352699
2003-03-12,90.92,91.2,91.36,90.88,454800,52.9528409444
2003-03-13,90.15,89.52,90.39,89.52,829200,51.9773938743
2003-03-14,89.9,89.96,90.12,89.62,590900,52.232868107
2003-03-17,90.52,88.88,90.52,88.86,724400,51.6057949905
2003-03-18,88.96,88.04,89.2,88.01,415200,51.1180714555
2003-03-19,88.04,87.39,88.07,87.33,398400,50.7406663391
2003-03-20,87.82,87.25,87.95,86.76,206700,50.6593790833
2003-03-21,86.92,86.05,87.05,86.05,843400,49.9626311761
2003-03-24,87.1,87.41,87.6,86.85,373800,50.7522788042
2003-03-25,87.65,87.31,87.82,86.9,606400,50.6942164786
2003-03-26,87.25,87.49,87.65,87.25,309500,50.7987286647
2003-03-27,87.75,87.55,87.87,87.33,191600,50.8335660601
2003-03-28,87.92,87.75,88.08,87.72,253400,50.9496907113
2003-03-31,88.3,88.9,88.93,88.3,643800,51.6174074556
2003-04-01,88.4,88.27,88.79,87.9,289800,51.4710491709
2003-04-02,87.65,87.35,87.7,87.28,312200,50.934588706
2003-04-03,87.25,87.3,87.58,87.14,245600,50.9054332459
2003-04-04,87.06,87.05,87.3,86.88,184900,50.7596559457
2003-04-07,86.22,86.85,86.86,85.92,485400,50.6430341055
2003-04-08,87.05,87.55,87.59,86.99,194700,51.0512105462
2003-04-09,87.4,87.81,87.86,87.17,102400,51.2028189384
2003-04-10,87.75,87.4,87.85,87.35,53300,50.963744166
2003-04-11,86.82,87.26,87.32,86.59,450000,50.8821088779
2003-04-14,87.1,87.02,87.11,86.71,207100,50.7421626696
2003-04-15,87.33,87.49,87.53,87.04,128500,51.0162239941
2003-04-16,87.53,87.85,87.9,87.47,97700,51.2261433065
2003-04-17,88.24,87.99,88.4,87.8,106200,51.3077785946
2003-04-21,87.48,87.8,87.83,87.26,148000,51.1969878464
2003-04-22,88.15,87.75,88.26,87.62,299900,51.1678323864
2003-04-23,87.78,87.93,88.01,87.6,42700,51.2727920425
2003-04-24,88.4,88.72,88.99,88.4,199000,51.7334483113
2003-04-25,88.75,88.92,89.1,88.68,529700,51.8500701515
2003-04-28,89.09,88.78,89.09,88.78,80500,51.7684348634
2003-04-29,88.53,88.63,88.77,88.32,177500,51.6809684832
2003-04-30,88.79,89.45,89.52,88.72,294100,52.159118028
2003-05-01,89.2,89.02,89.6,88.8,231200,52.1841870588
2003-05-02,89.06,88.32,89.07,88.27,231500,51.7738418449
2003-05-05,88.54,88.79,88.87,88.2,77700,52.0493593457
2003-05-06,88.84,89.23,89.4,88.52,260600,52.307290623
2003-05-07,90.0,90.27,90.33,89.82,306900,52.9169463693
2003-05-08,90.6,90.49,90.9,90.28,437400,53.045912008
2003-05-09,90.3,90.58,90.62,90.2,110000,53.0986706783
2003-05-12,91.14,91.15,91.19,90.73,364700,53.4328089239
2003-05-13,90.9,91.35,91.37,90.83,227800,53.5500504136
2003-05-14,91.83,92.75,92.98,91.62,1426500,54.3707408414
2003-05-15,92.6,93.04,93.57,92.6,810300,54.5407410015
2003-05-16,93.48,93.72,93.76,92.95,703900,54.9393620664
2003-05-19,94.11,93.4,94.24,93.13,817800,54.7517756829
2003-05-20,93.15,94.78,94.78,93.12,606600,55.5607419617
2003-05-21,94.25,94.77,95.66,94.12,1799600,55.5548798872
2003-05-22,95.1,95.61,95.7,94.9,576200,56.0472941439
2003-05-23,95.77,95.85,96.21,95.64,690600,56.1879839315
2003-05-27,95.62,94.12,95.71,94.12,846400,55.1738450458
2003-05-28,93.9,93.96,94.14,93.31,730500,55.080051854
2003-05-29,94.3,94.78,94.8,94.071,508300,55.5607419617
2003-05-30,94.45,94.6,94.74,93.97,722200,55.455224621
2003-06-02,93.88,93.51,93.88,93.09,478600,55.0498035497
2003-06-03,93.76,94.26,94.58,93.71,389400,55.4913322917
2003-06-04,94.46,94.54,94.71,94.05,394100,55.6561696887
2003-06-05,95.2,93.8,95.38,93.8,820900,55.2205279966
2003-06-06,93.7,94.14,94.15,93.38,276800,55.4206876929
2003-06-09,94.7,94.77,94.88,94.27,282200,55.7915718362
2003-06-10,95.08,95.9,95.93,95.07,534800,56.4568084741
2003-06-11,96.25,95.78,96.6,95.7,633600,56.3861638754
2003-06-12,96.11,96.53,96.73,96.01,315400,56.8276926174
2003-06-13,96.93,97.18,97.28,96.76,478400,57.2103508604
2003-06-16,97.5,96.26,97.66,96.26,789300,56.6687422703
2003-06-17,95.97,95.5,96.031,95.4,691600,56.2213264784
2003-06-18,95.06,94.28,95.06,94.2,657600,55.5031063914
2003-06-19,93.96,94.1,94.48,93.5,817700,55.3971394934
2003-06-20,93.9,93.75,94.05,93.03,561700,55.1910927471
2003-06-23,93.819,94.31,94.43,93.53,819900,55.5207675411
2003-06-24,94.15,95.18,95.18,94.01,292900,56.0329408818
2003-06-25,95.42,93.66,95.49,93.45,1002800,55.1381092981
2003-06-26,93.25,92.4,93.25,92.12,1423800,54.3963410116
2003-06-27,92.55,92.07,92.55,91.55,735900,54.2020683651
2003-06-30,91.92,92.5,92.52,91.68,541900,54.4552115105
2003-07-01,92.15,91.69,92.49,91.51,449000,54.1861056293
2003-07-02,91.2,91.92,92.07,91.11,338800,54.3220288957
2003-07-03,91.7,90.6,91.71,90.6,559100,53.5419475408
2003-07-07,90.28,90.02,90.59,90.02,465400,53.1991845212
2003-07-08,90.43,90.1,90.48,89.63,389600,53.2464621791
2003-07-09,90.53,90.39,90.69,90.11,270400,53.4178436889
2003-07-10,90.69,90.36,90.75,90.12,718000,53.4001145672
2003-07-11,90.3,90.79,90.79,90.21,389500,53.6542319782
2003-07-14,90.68,89.75,90.87,89.63,465900,53.0396224259
2003-07-15,89.54,87.65,89.86,87.4,3171100,51.7985839067
2003-07-16,87.41,88.15,88.72,87.15,1205400,52.0940692684
2003-07-17,87.33,87.88,88.04,87.18,897000,51.9345071731
2003-07-18,87.65,87.7,87.96,87.44,550800,51.8281324429
2003-07-21,87.5,85.84,87.6,85.65,1267600,50.7289268974
2003-07-22,85.97,86.26,86.36,85.44,1576900,50.9771346012
2003-07-23,86.8,86.55,87.05,86.4,1374700,51.148516111
2003-07-24,85.9,85.79,86.08,85.55,701100,50.6993783612
2003-07-25,85.98,85.56,86.62,85.4,1273500,50.5634550948
2003-07-28,85.24,84.41,85.29,84.4,1268500,49.8838387629
2003-07-29,84.18,83.26,85.35,83.26,2139300,49.204222431
2003-07-30,83.74,84.2,84.72,83.57,1963400,49.759734911
2003-07-31,83.69,82.95,83.71,82.23,4706400,49.0210215067
2003-08-01,82.1,82.51,82.79,81.98,3061200,48.9843730483
2003-08-04,82.48,83.22,83.22,82.35,1858700,49.4058844392
2003-08-05,83.21,82.03,83.29,81.8,2413000,48.6994076009
2003-08-06,82.5,83.65,83.77,82.37,2549700,49.6611659858
2003-08-07,83.8,84.0,84.05,83.139,1796400,49.8689532912
2003-08-08,84.34,83.66,84.79,83.65,2399100,49.6671027659
2003-08-11,83.55,83.24,83.57,82.91,1355000,49.4177579995
2003-08-12,83.42,82.85,83.65,82.8,1534200,49.1862235735
2003-08-13,82.2,81.25,82.35,81.19,2257700,48.2363387489
2003-08-14,81.44,82.05,82.1,80.91,1612300,48.7112811612
2003-08-15,82.2,82.0,82.5,81.9,515100,48.6815972604
2003-08-18,82.3,82.38,82.6,82.01,655300,48.9071949063
2003-08-19,82.55,83.65,83.65,82.5,1086500,49.6611659858
2003-08-20,83.83,83.2,83.87,82.74,503600,49.3940108789
2003-08-21,83.06,83.0,83.45,82.42,783600,49.2752752758
2003-08-22,83.1,83.37,83.85,82.9,413200,49.4949361415
2003-08-25,83.32,82.72,83.54,82.25,648200,49.1090454315
2003-08-26,82.45,83.37,83.37,82.32,837200,49.4949361415
2003-08-27,83.37,83.37,83.37,83.37,409100,49.4949361415
2003-08-28,83.23,83.85,83.98,83.23,557200,49.7799015889
2003-08-29,83.94,83.65,83.99,83.38,651100,49.6611659858
2003-09-02,83.63,82.06,83.65,82.04,868700,48.938062601
2003-09-03,82.484,82.19,82.484,81.88,639900,49.0155906066
2003-09-04,82.49,82.65,82.71,82.16,562900,49.2899204725
2003-09-05,83.4,84.07,84.09,83.17,838000,50.1367648412
2003-09-08,83.63,83.2,84.45,83.2,621100,49.617923573
2003-09-09,83.52,83.8,83.94,82.916,599900,49.9757451373
2003-09-10,83.9,84.65,84.7,83.82,1285900,50.4826590199
2003-09-11,84.26,84.1,84.38,83.8,859500,50.1546559194
2003-09-12,85.02,84.68,85.38,84.45,1375300,50.5005500981
2003-09-15,84.5,84.55,84.89,84.11,367100,50.4230220926
2003-09-16,84.37,84.42,84.5,83.9,555200,50.345494087
2003-09-17,84.72,85.47,85.56,84.48,1223900,50.9716818244
2003-09-18,85.65,85.53,85.65,84.83,615000,51.0074639808
2003-09-19,85.65,85.63,86.03,85.49,869300,51.0671009082
2003-09-22,85.0,84.95,85.18,84.23,1126400,50.661569802
2003-09-23,84.88,85.53,85.54,84.64,632100,51.0074639808
2003-09-24,85.54,86.27,86.49,85.34,1005300,51.4487772433
2003-09-25,86.3,86.7,86.72,86.15,846800,51.705216031
2003-09-26,86.94,87.48,87.49,86.823,1869700,52.1703840645
2003-09-29,87.02,86.78,87.45,86.66,743000,51.7529255729
2003-09-30,87.0,88.22,88.25,86.96,1623900,52.6116973271
2003-10-01,87.5,87.52,87.93,87.35,931900,52.4129870851
2003-10-02,86.84,87.12,87.45,86.4,1194100,52.1734396121
2003-10-03,86.05,85.29,86.2,85.1,1451200,51.0775099233
2003-10-06,85.12,85.66,85.79,85.08,507200,51.2990913358
2003-10-07,85.45,84.67,85.57,84.63,594200,50.7062113402
2003-10-08,84.45,84.65,84.98,84.35,811800,50.6942339665
2003-10-09,83.92,84.05,84.13,83.65,1385600,50.3349127571
2003-10-10,84.5,84.55,84.73,84.3,256600,50.6343470983
2003-10-13,84.35,84.22,84.5,84.22,116300,50.4367204331
2003-10-14,83.75,83.64,84.1,83.55,337100,50.0893765973
2003-10-15,83.16,83.23,83.3,82.85,465600,49.8438404375
2003-10-16,83.48,82.9,83.77,82.75,564900,49.6462137723
2003-10-17,83.08,83.54,83.69,83.01,354500,50.0294897291
2003-10-20,83.45,83.82,84.15,83.42,281600,50.1971729601
2003-10-21,84.03,84.13,84.38,83.85,429700,50.3828222517
2003-10-22,84.6,84.95,85.0,84.4,798000,50.8738945713
2003-10-23,85.0,84.33,85.0,84.02,1055600,50.5025959882
2003-10-24,85.0,85.27,85.6,84.66,1412200,51.0655325496
2003-10-27,85.15,85.1,85.33,84.8,346900,50.9637248736
2003-10-28,84.85,85.55,85.69,84.57,2200300,51.2332157807
2003-10-29,85.28,84.78,85.35,84.61,926600,50.7720868953
2003-10-30,84.0,84.4,84.55,83.8,936300,50.5445167959
2003-10-31,84.73,85.19,85.22,83.74,887400,51.0176230551
2003-11-03,84.56,84.44,84.58,84.04,957600,50.7768179579
2003-11-04,84.65,84.92,84.97,84.59,246400,51.0654592726
2003-11-05,84.82,84.34,84.82,84.26,275100,50.7166843506
2003-11-06,83.77,83.55,83.92,83.5,861600,50.2416288534
2003-11-07,83.12,83.5,83.59,83.05,725700,50.2115620497
2003-11-10,83.6,83.43,83.84,83.2,553900,50.1694685247
2003-11-11,83.45,83.44,83.5,83.36,99900,50.1754818854
2003-11-12,83.86,84.05,84.15,83.79,321400,50.5422968896
2003-11-13,84.6,85.35,85.37,84.54,920400,51.3240337838
2003-11-14,85.3,85.92,85.96,85.2,484800,51.6667953451
2003-11-17,86.14,86.05,86.59,85.95,695000,51.7449690345
2003-11-18,85.97,86.58,86.61,85.78,632200,52.0636771529
2003-11-19,86.42,85.62,86.62,85.56,553900,51.4863945233
2003-11-20,86.25,86.45,86.49,85.8,373300,51.9855034635
2003-11-21,86.58,86.5,86.93,86.5,516900,52.0155702671
2003-11-24,86.18,85.79,86.31,85.75,573800,51.5886216557
2003-11-25,85.95,86.26,86.52,85.95,298700,51.8712496097
2003-11-26,86.1,85.91,86.4,85.33,613800,51.6607819844
2003-11-28,85.35,85.13,85.4,85.13,311300,51.1917398478
2003-12-01,84.4,84.24,84.57,83.8,1106600,50.9077889544
2003-12-02,84.4,84.6,84.6,84.0,589100,51.1253436081
2003-12-03,84.51,84.26,84.78,83.95,1446100,50.9198753241
2003-12-04,84.26,84.45,84.67,84.19,561500,51.0346958357
2003-12-05,85.3,85.8,86.23,85.12,1163800,51.8505257869
2003-12-08,85.78,85.2,85.78,85.09,436200,51.4879346975
2003-12-09,85.45,84.6,85.7,84.36,939200,51.1253436081
2003-12-10,85.07,84.74,85.1,84.55,555700,51.2099481956
2003-12-11,84.51,85.35,85.38,84.37,510500,51.5785824699
2003-12-12,85.42,85.51,85.88,85.42,553100,51.675273427
2003-12-15,85.5,85.46,85.88,85.18,690000,51.6450575029
2003-12-16,85.4,85.74,85.86,85.27,462800,51.814266678
2003-12-17,86.23,86.32,86.65,86.2,533100,52.1647713978
2003-12-18,86.3,87.1,87.1,86.3,708100,52.636139814
2003-12-19,86.97,87.07,87.07,86.61,477600,52.6180102595
2003-12-22,87.12,86.83,87.34,86.65,483700,52.4729738238
2003-12-23,86.53,85.85,86.7,85.85,446600,51.880741711
2003-12-24,86.37,86.66,86.66,86.17,138900,52.3702396818
2003-12-26,86.9,86.98,87.04,86.9,80500,52.5636215961
2003-12-29,86.7,86.2,86.77,86.17,187800,52.0922531799
2003-12-30,85.8,85.85,86.14,85.6,393900,51.880741711
2003-12-31,85.37,85.45,85.57,85.3,171400,51.8805882141
2004-01-02,85.09,84.44,85.09,84.08,867100,51.2673711972
2004-01-05,84.01,84.22,84.38,83.9,626400,51.1337991737
2004-01-06,84.54,85.15,85.39,84.5,690500,51.6984445458
2004-01-07,85.1,85.49,85.7,84.89,252000,51.9048740366
2004-01-08,85.3,85.46,85.64,85.18,549900,51.8866596698
2004-01-09,86.88,86.95,87.07,86.01,1623000,52.7913065561
2004-01-12,86.6,86.88,87.38,86.6,863200,52.7488063668
2004-01-13,86.68,87.47,87.47,86.56,465700,53.107022248
2004-01-14,87.49,87.9,87.92,87.15,1180300,53.3680948394
2004-01-15,87.95,88.23,88.31,87.6,1537200,53.5684528746
2004-01-16,88.68,87.61,88.8,87.61,751800,53.1920226266
2004-01-20,87.5,87.59,87.93,87.5,629600,53.1798797154
2004-01-21,87.75,87.8,87.81,87.44,570500,53.3073802832
2004-01-22,87.95,88.44,88.48,87.71,443600,53.6959534425
2004-01-23,88.56,87.38,88.9,87.26,1021300,53.0523791475
2004-01-26,87.3,86.85,87.36,86.67,639500,52.730592
2004-01-27,86.73,87.39,87.4,86.73,576100,53.0584506031
2004-01-28,87.25,86.62,87.85,85.86,1823800,52.5909485209
2004-01-29,86.22,86.44,86.58,86.02,814500,52.4816623198
2004-01-30,86.9,87.04,87.22,86.6,526200,52.8459496566
2004-02-02,86.45,86.5,86.88,86.38,335600,52.735509879
2004-02-03,86.92,86.94,86.99,86.6,350900,53.0037598715
2004-02-04,86.79,86.77,86.86,86.48,545700,52.9001178289
2004-02-05,86.84,86.43,87.08,86.24,971400,52.6928337439
2004-02-06,87.14,87.38,87.45,87.03,798200,53.2720098639
2004-02-09,87.56,87.64,87.64,87.39,272400,53.4305212231
2004-02-10,87.48,87.15,87.55,87.04,203200,53.131788277
2004-02-11,87.02,87.8,88.2,86.91,1335100,53.5280666749
2004-02-12,87.85,87.43,88.0,87.26,256700,53.3024928176
2004-02-13,87.8,87.8,88.1,87.57,513600,53.5280666749
2004-02-17,87.86,87.74,87.89,87.53,644100,53.4914871305
2004-02-18,88.1,87.86,88.18,87.69,990900,53.5646462193
2004-02-19,87.53,87.95,87.95,87.47,668900,53.619515536
2004-02-20,87.75,87.34,87.83,87.2,1009800,53.247623501
2004-02-23,87.39,87.88,87.88,87.32,504000,53.5768394008
2004-02-24,88.05,88.04,88.39,87.86,940900,53.6743848526
2004-02-25,88.22,88.18,88.36,88.03,572300,53.7597371229
2004-02-26,87.85,87.9,87.96,87.54,399100,53.5890325823
2004-02-27,88.22,88.66,88.78,87.96,836000,54.0523734783
2004-03-01,88.46,88.27,88.64,88.04,771900,54.0313402403
2004-03-02,88.12,87.71,88.2,87.4,676000,53.6885561626
2004-03-03,87.39,87.55,87.64,87.11,718000,53.5906178547
2004-03-04,87.4,87.94,87.95,87.34,421600,53.8293424802
2004-03-05,89.765,89.64,90.0,89.52,2789800,54.8699370017
2004-03-08,90.06,90.17,90.32,90.0,1309400,55.1943576466
2004-03-09,90.25,90.77,90.85,90.19,829000,55.5616263012
2004-03-10,90.52,90.71,90.93,90.48,878900,55.5248994358
2004-03-11,91.05,90.84,91.05,90.15,1337200,55.6044743109
2004-03-12,90.61,90.28,90.81,90.22,442100,55.2616902333
2004-03-15,90.42,90.43,90.64,90.23,756200,55.3535073969
2004-03-16,90.29,91.18,91.18,90.05,1384200,55.8125932152
2004-03-17,91.47,91.03,91.48,90.9,1936500,55.7207760516
2004-03-18,90.71,90.55,91.06,90.4,1842100,55.4269611279
2004-03-19,90.47,90.43,90.6,90.21,366700,55.3535073969
2004-03-22,90.59,90.98,90.98,90.59,947200,55.6901703304
2004-03-23,90.89,91.14,91.14,90.75,562200,55.7881086383
2004-03-24,91.16,91.09,91.23,90.92,327400,55.757502917
2004-03-25,90.72,90.74,90.94,90.65,514000,55.5432628685
2004-03-26,90.48,89.78,90.6,89.6,1378600,54.9556330211
2004-03-29,89.05,89.18,89.23,88.9,2454000,54.5883643665
2004-03-30,89.3,89.12,89.43,89.07,1021000,54.551637501
2004-03-31,89.25,89.55,89.63,89.21,1647300,54.8148467035
2004-04-01,88.98,88.91,89.06,88.55,1309200,54.6360970493
