date,adjOpen,adjHigh,adjLow,adjClose,adjVolume
2015-01-30,37.4146743327,37.5260275301,37.0434970079,37.0620558742,22047728
2015-02-02,37.4889097976,37.8229693899,37.3775566002,37.7208956256,15944366
2015-02-03,38.0735140841,38.4261325426,38.0456757847,38.3890148101,20858075
2015-02-04,38.221985014,38.5096474406,38.0920729503,38.1291906828,8677098
2015-02-05,38.1106318165,38.4446914088,38.0642346509,38.4168531094,11220549
2015-02-06,37.832248823,38.0549552178,37.6653118212,37.7858516574,19723986
2015-02-09,37.6652190269,37.8469103273,37.6373807275,37.7394544918,7247112
2015-02-10,37.6466601606,37.7116161925,37.5074686639,37.67449846,8334453
2015-02-11,37.3775566002,37.5956232785,37.1919679378,37.5074686639,8760633
2015-02-12,37.8879254217,38.4354119757,37.8786459886,38.379735377,12508920
2015-02-13,38.5282063069,38.8065893004,38.5189268737,38.7694715679,9417529
2015-02-17,38.7416332686,38.7416332686,38.3611765107,38.6488389374,11226099
2015-02-18,38.5653240393,38.7416332686,38.4168531094,38.6859566699,8921525
2015-02-19,38.4354119757,38.736993552,38.3426176445,38.5653240393,9102068
2015-02-20,38.4354119757,38.8158687335,38.3008601955,38.7601921348,9549803
2015-02-23,38.6395595043,38.6581183705,38.2869410458,38.3890148101,8091273
2015-02-24,38.5282063069,39.010736829,38.3705487382,38.9179424978,14370870
2015-02-25,38.7416332686,38.9086630647,38.695236103,38.7880304342,17352947
2015-02-26,38.7880304342,38.852986466,38.7230744023,38.7601921348,8884761
2015-02-27,38.7416332686,39.010736829,38.7170427708,38.7880304342,8053943
2015-03-02,38.7230744023,38.7416332686,38.5746034724,38.7323538355,10396552
2015-03-03,38.5003680075,38.5003680075,38.3333382114,38.379735377,10312841
2015-03-04,37.989999186,38.0363963516,37.7116161925,37.9343225873,8853149
2015-03-05,37.989999186,38.0178374854,37.7116161925,37.8600871223,10768948
2015-03-06,37.5538658294,37.600262995,37.1548502054,37.2476445365,11776268
2015-03-09,37.284762269,37.284762269,37.0898941735,37.0991736067,11645873
2015-03-10,36.5980842183,36.6352019507,36.3289806578,36.3299086012,11056912
2015-03-11,36.5516870527,36.6815991163,36.4032161228,36.6166430845,14603565
2015-03-12,37.0063792755,37.1362913391,36.7651140144,36.8207906131,11430651
2015-03-13,36.5609664858,36.5609664858,36.1805097279,36.3753778234,11391173
2015-03-16,36.6908785494,36.8486289125,36.6352019507,36.8022317469,8754619
2015-03-17,36.7187168488,37.127011906,36.6723196832,37.0342175748,22039985
2015-03-18,37.0156587086,38.1106318165,36.9414232436,37.989999186,15803769
2015-03-19,37.5631452626,37.6327410109,37.2198062372,37.3218800015,14064605
2015-03-20,37.6559395937,37.9528814535,37.6466601606,37.7858516574,9672986
